Model: InDuDoNetPlus - Image Quality Evaluation by Metal Size
Date: 2025-05-12 15:39:11
Results Base Directory: /home/mcosta/PycharmProjects/InDuDoNet_plus/results/deeplesion
Structure: Nested (GT: Xgt, ModelOut: X)
Forced HU eval for image files: True
HU eval range used: [-1000, 3000]
Total files iterated: 2000
Total files with metrics collected: 2000

--- Metrics by Metal Size Group (mean ± std) ---
Group Label                   Count           PSNR(img)             SSIM(img)            PSNR(hu)              SSIM(hu)
-----------------------------------------------------------------------------------------------------------------------
Large       ({1338, 3119}px)    400       35.18 ± 3.84         0.9760 ± 0.0066                 N/A                   N/A
Large-Med   ({688, 1329}px)     400       38.35 ± 3.75         0.9849 ± 0.0041                 N/A                   N/A
Medium      ({182, 371}px)      400       43.64 ± 3.13         0.9911 ± 0.0021                 N/A                   N/A
Med-Small   ({171, 180}px)      400       46.19 ± 2.44         0.9929 ± 0.0020                 N/A                   N/A
Small       ({54, 84}px)        400       46.33 ± 1.84         0.9932 ± 0.0013                 N/A                   N/A
-----------------------------------------------------------------------------------------------------------------------

--- Overall Summary (mean ± std across all successfully processed files) ---
PSNR(img): 41.94 ± 5.42 (from 2000 images)
SSIM(img): 0.9876 ± 0.0076
PSNR(hu): N/A (no valid HU data processed)
SSIM(hu): N/A (no valid HU data processed)

--- Individual File Metrics Log ---
Identifier                     MaskIdx  MaskArea   Group   PSNR(img)   SSIM(img)    PSNR(hu)    SSIM(hu)
img_048/mask_03.png                  2       688      G4       35.19      0.9831         nan         nan
img_048/mask_04.png                  3        84      G1       42.63      0.9926         nan         nan
img_048/mask_05.png                  4       171      G2       43.76      0.9939         nan         nan
img_048/mask_06.png                  5        54      G1       44.18      0.9928         nan         nan
img_048/mask_07.png                  6      1329      G4       39.98      0.9895         nan         nan
img_048/mask_08.png                  7      3119      G5       37.26      0.9811         nan         nan
img_048/mask_09.png                  8       182      G3       43.35      0.9921         nan         nan
img_048/mask_10.png                  9       180      G2       43.14      0.9924         nan         nan
img_049/mask_01.png                  0       371      G3       41.87      0.9897         nan         nan
img_049/mask_02.png                  1      1338      G5       35.19      0.9738         nan         nan
img_049/mask_03.png                  2       688      G4       39.23      0.9844         nan         nan
img_049/mask_04.png                  3        84      G1       48.52      0.9932         nan         nan
img_049/mask_05.png                  4       171      G2       43.28      0.9934         nan         nan
img_049/mask_06.png                  5        54      G1       47.57      0.9930         nan         nan
img_049/mask_07.png                  6      1329      G4       41.49      0.9865         nan         nan
img_049/mask_08.png                  7      3119      G5       38.48      0.9785         nan         nan
img_049/mask_09.png                  8       182      G3       47.55      0.9923         nan         nan
img_049/mask_10.png                  9       180      G2       48.56      0.9927         nan         nan
img_050/mask_01.png                  0       371      G3       49.07      0.9946         nan         nan
img_050/mask_02.png                  1      1338      G5       41.45      0.9870         nan         nan
img_050/mask_03.png                  2       688      G4       44.17      0.9890         nan         nan
img_050/mask_04.png                  3        84      G1       47.50      0.9951         nan         nan
img_050/mask_05.png                  4       171      G2       51.27      0.9964         nan         nan
img_050/mask_06.png                  5        54      G1       49.64      0.9956         nan         nan
img_050/mask_07.png                  6      1329      G4       37.34      0.9882         nan         nan
img_050/mask_08.png                  7      3119      G5       36.21      0.9796         nan         nan
img_050/mask_09.png                  8       182      G3       48.61      0.9943         nan         nan
img_050/mask_10.png                  9       180      G2       48.77      0.9943         nan         nan
img_051/mask_01.png                  0       371      G3       42.40      0.9889         nan         nan
img_051/mask_02.png                  1      1338      G5       37.81      0.9766         nan         nan
img_051/mask_03.png                  2       688      G4       41.20      0.9849         nan         nan
img_051/mask_04.png                  3        84      G1       43.54      0.9886         nan         nan
img_051/mask_05.png                  4       171      G2       42.26      0.9886         nan         nan
img_051/mask_06.png                  5        54      G1       43.13      0.9890         nan         nan
img_051/mask_07.png                  6      1329      G4       32.31      0.9784         nan         nan
img_051/mask_08.png                  7      3119      G5       29.36      0.9620         nan         nan
img_051/mask_09.png                  8       182      G3       42.34      0.9855         nan         nan
img_051/mask_10.png                  9       180      G2       41.95      0.9854         nan         nan
img_052/mask_01.png                  0       371      G3       48.56      0.9950         nan         nan
img_052/mask_02.png                  1      1338      G5       41.47      0.9876         nan         nan
img_052/mask_03.png                  2       688      G4       44.40      0.9914         nan         nan
img_052/mask_04.png                  3        84      G1       48.32      0.9950         nan         nan
img_052/mask_05.png                  4       171      G2       48.44      0.9955         nan         nan
img_052/mask_06.png                  5        54      G1       47.48      0.9945         nan         nan
img_052/mask_07.png                  6      1329      G4       39.77      0.9858         nan         nan
img_052/mask_08.png                  7      3119      G5       35.41      0.9757         nan         nan
img_052/mask_09.png                  8       182      G3       45.65      0.9928         nan         nan
img_052/mask_10.png                  9       180      G2       46.77      0.9934         nan         nan
img_053/mask_01.png                  0       371      G3       48.25      0.9936         nan         nan
img_053/mask_02.png                  1      1338      G5       42.19      0.9865         nan         nan
img_053/mask_03.png                  2       688      G4       44.73      0.9902         nan         nan
img_053/mask_04.png                  3        84      G1       48.91      0.9945         nan         nan
img_053/mask_05.png                  4       171      G2       49.06      0.9953         nan         nan
img_053/mask_06.png                  5        54      G1       46.49      0.9933         nan         nan
img_053/mask_07.png                  6      1329      G4       42.54      0.9893         nan         nan
img_053/mask_08.png                  7      3119      G5       38.75      0.9802         nan         nan
img_053/mask_09.png                  8       182      G3       47.47      0.9934         nan         nan
img_053/mask_10.png                  9       180      G2       48.77      0.9941         nan         nan
img_054/mask_01.png                  0       371      G3       45.69      0.9921         nan         nan
img_054/mask_02.png                  1      1338      G5       40.01      0.9831         nan         nan
img_054/mask_03.png                  2       688      G4       42.75      0.9895         nan         nan
img_054/mask_04.png                  3        84      G1       46.69      0.9916         nan         nan
img_054/mask_05.png                  4       171      G2       48.97      0.9942         nan         nan
img_054/mask_06.png                  5        54      G1       47.22      0.9938         nan         nan
img_054/mask_07.png                  6      1329      G4       42.51      0.9895         nan         nan
img_054/mask_08.png                  7      3119      G5       37.69      0.9774         nan         nan
img_054/mask_09.png                  8       182      G3       44.68      0.9903         nan         nan
img_054/mask_10.png                  9       180      G2       44.91      0.9890         nan         nan
img_055/mask_01.png                  0       371      G3       42.08      0.9903         nan         nan
img_055/mask_02.png                  1      1338      G5       36.20      0.9785         nan         nan
img_055/mask_03.png                  2       688      G4       41.32      0.9863         nan         nan
img_055/mask_04.png                  3        84      G1       48.31      0.9942         nan         nan
img_055/mask_05.png                  4       171      G2       49.49      0.9950         nan         nan
img_055/mask_06.png                  5        54      G1       47.36      0.9944         nan         nan
img_055/mask_07.png                  6      1329      G4       42.07      0.9886         nan         nan
img_055/mask_08.png                  7      3119      G5       37.97      0.9780         nan         nan
img_055/mask_09.png                  8       182      G3       46.87      0.9924         nan         nan
img_055/mask_10.png                  9       180      G2       46.92      0.9921         nan         nan
img_056/mask_01.png                  0       371      G3       42.56      0.9904         nan         nan
img_056/mask_02.png                  1      1338      G5       33.73      0.9748         nan         nan
img_056/mask_03.png                  2       688      G4       40.01      0.9838         nan         nan
img_056/mask_04.png                  3        84      G1       48.11      0.9940         nan         nan
img_056/mask_05.png                  4       171      G2       48.19      0.9947         nan         nan
img_056/mask_06.png                  5        54      G1       46.61      0.9941         nan         nan
img_056/mask_07.png                  6      1329      G4       40.48      0.9860         nan         nan
img_056/mask_08.png                  7      3119      G5       35.68      0.9740         nan         nan
img_056/mask_09.png                  8       182      G3       47.08      0.9928         nan         nan
img_056/mask_10.png                  9       180      G2       45.99      0.9922         nan         nan
img_057/mask_01.png                  0       371      G3       47.28      0.9934         nan         nan
img_057/mask_02.png                  1      1338      G5       40.11      0.9842         nan         nan
img_057/mask_03.png                  2       688      G4       42.55      0.9893         nan         nan
img_057/mask_04.png                  3        84      G1       47.85      0.9930         nan         nan
img_057/mask_05.png                  4       171      G2       49.23      0.9950         nan         nan
img_057/mask_06.png                  5        54      G1       47.46      0.9944         nan         nan
img_057/mask_07.png                  6      1329      G4       42.98      0.9898         nan         nan
img_057/mask_08.png                  7      3119      G5       37.35      0.9798         nan         nan
img_057/mask_09.png                  8       182      G3       45.59      0.9913         nan         nan
img_057/mask_10.png                  9       180      G2       46.20      0.9912         nan         nan
img_058/mask_01.png                  0       371      G3       43.00      0.9891         nan         nan
img_058/mask_02.png                  1      1338      G5       34.10      0.9708         nan         nan
img_058/mask_03.png                  2       688      G4       38.56      0.9797         nan         nan
img_058/mask_04.png                  3        84      G1       46.12      0.9923         nan         nan
img_058/mask_05.png                  4       171      G2       48.66      0.9943         nan         nan
img_058/mask_06.png                  5        54      G1       47.11      0.9931         nan         nan
img_058/mask_07.png                  6      1329      G4       38.81      0.9836         nan         nan
img_058/mask_08.png                  7      3119      G5       34.84      0.9709         nan         nan
img_058/mask_09.png                  8       182      G3       46.33      0.9920         nan         nan
img_058/mask_10.png                  9       180      G2       46.16      0.9913         nan         nan
img_059/mask_01.png                  0       371      G3       42.60      0.9886         nan         nan
img_059/mask_02.png                  1      1338      G5       34.20      0.9707         nan         nan
img_059/mask_03.png                  2       688      G4       39.17      0.9822         nan         nan
img_059/mask_04.png                  3        84      G1       47.59      0.9933         nan         nan
img_059/mask_05.png                  4       171      G2       48.84      0.9945         nan         nan
img_059/mask_06.png                  5        54      G1       47.71      0.9935         nan         nan
img_059/mask_07.png                  6      1329      G4       37.94      0.9821         nan         nan
img_059/mask_08.png                  7      3119      G5       33.63      0.9686         nan         nan
img_059/mask_09.png                  8       182      G3       46.69      0.9922         nan         nan
img_059/mask_10.png                  9       180      G2       46.79      0.9924         nan         nan
img_060/mask_01.png                  0       371      G3       41.14      0.9921         nan         nan
img_060/mask_02.png                  1      1338      G5       41.20      0.9850         nan         nan
img_060/mask_03.png                  2       688      G4       40.93      0.9900         nan         nan
img_060/mask_04.png                  3        84      G1       42.87      0.9910         nan         nan
img_060/mask_05.png                  4       171      G2       40.01      0.9924         nan         nan
img_060/mask_06.png                  5        54      G1       41.81      0.9933         nan         nan
img_060/mask_07.png                  6      1329      G4       38.83      0.9860         nan         nan
img_060/mask_08.png                  7      3119      G5       33.03      0.9715         nan         nan
img_060/mask_09.png                  8       182      G3       40.93      0.9859         nan         nan
img_060/mask_10.png                  9       180      G2       41.76      0.9868         nan         nan
img_061/mask_01.png                  0       371      G3       43.56      0.9937         nan         nan
img_061/mask_02.png                  1      1338      G5       38.16      0.9853         nan         nan
img_061/mask_03.png                  2       688      G4       41.41      0.9903         nan         nan
img_061/mask_04.png                  3        84      G1       44.68      0.9917         nan         nan
img_061/mask_05.png                  4       171      G2       45.51      0.9939         nan         nan
img_061/mask_06.png                  5        54      G1       45.64      0.9944         nan         nan
img_061/mask_07.png                  6      1329      G4       39.19      0.9882         nan         nan
img_061/mask_08.png                  7      3119      G5       36.31      0.9776         nan         nan
img_061/mask_09.png                  8       182      G3       44.63      0.9900         nan         nan
img_061/mask_10.png                  9       180      G2       44.62      0.9868         nan         nan
img_062/mask_01.png                  0       371      G3       43.78      0.9925         nan         nan
img_062/mask_02.png                  1      1338      G5       36.99      0.9821         nan         nan
img_062/mask_03.png                  2       688      G4       41.59      0.9888         nan         nan
img_062/mask_04.png                  3        84      G1       47.14      0.9950         nan         nan
img_062/mask_05.png                  4       171      G2       48.93      0.9959         nan         nan
img_062/mask_06.png                  5        54      G1       48.41      0.9958         nan         nan
img_062/mask_07.png                  6      1329      G4       34.66      0.9852         nan         nan
img_062/mask_08.png                  7      3119      G5       31.21      0.9721         nan         nan
img_062/mask_09.png                  8       182      G3       46.71      0.9939         nan         nan
img_062/mask_10.png                  9       180      G2       47.06      0.9937         nan         nan
img_063/mask_01.png                  0       371      G3       37.00      0.9905         nan         nan
img_063/mask_02.png                  1      1338      G5       35.46      0.9836         nan         nan
img_063/mask_03.png                  2       688      G4       34.21      0.9868         nan         nan
img_063/mask_04.png                  3        84      G1       43.72      0.9941         nan         nan
img_063/mask_05.png                  4       171      G2       43.83      0.9951         nan         nan
img_063/mask_06.png                  5        54      G1       44.86      0.9943         nan         nan
img_063/mask_07.png                  6      1329      G4       43.96      0.9914         nan         nan
img_063/mask_08.png                  7      3119      G5       40.96      0.9853         nan         nan
img_063/mask_09.png                  8       182      G3       44.59      0.9934         nan         nan
img_063/mask_10.png                  9       180      G2       44.35      0.9939         nan         nan
img_064/mask_01.png                  0       371      G3       43.66      0.9881         nan         nan
img_064/mask_02.png                  1      1338      G5       31.72      0.9687         nan         nan
img_064/mask_03.png                  2       688      G4       37.44      0.9800         nan         nan
img_064/mask_04.png                  3        84      G1       46.49      0.9932         nan         nan
img_064/mask_05.png                  4       171      G2       48.69      0.9945         nan         nan
img_064/mask_06.png                  5        54      G1       47.27      0.9933         nan         nan
img_064/mask_07.png                  6      1329      G4       33.80      0.9813         nan         nan
img_064/mask_08.png                  7      3119      G5       32.40      0.9689         nan         nan
img_064/mask_09.png                  8       182      G3       45.85      0.9911         nan         nan
img_064/mask_10.png                  9       180      G2       45.87      0.9917         nan         nan
img_065/mask_01.png                  0       371      G3       43.48      0.9883         nan         nan
img_065/mask_02.png                  1      1338      G5       33.24      0.9703         nan         nan
img_065/mask_03.png                  2       688      G4       39.21      0.9805         nan         nan
img_065/mask_04.png                  3        84      G1       46.67      0.9923         nan         nan
img_065/mask_05.png                  4       171      G2       42.97      0.9919         nan         nan
img_065/mask_06.png                  5        54      G1       47.28      0.9928         nan         nan
img_065/mask_07.png                  6      1329      G4       32.96      0.9789         nan         nan
img_065/mask_08.png                  7      3119      G5       29.89      0.9632         nan         nan
img_065/mask_09.png                  8       182      G3       45.00      0.9903         nan         nan
img_065/mask_10.png                  9       180      G2       44.93      0.9908         nan         nan
img_066/mask_01.png                  0       371      G3       42.85      0.9882         nan         nan
img_066/mask_02.png                  1      1338      G5       35.88      0.9728         nan         nan
img_066/mask_03.png                  2       688      G4       39.27      0.9825         nan         nan
img_066/mask_04.png                  3        84      G1       45.63      0.9909         nan         nan
img_066/mask_05.png                  4       171      G2       46.81      0.9923         nan         nan
img_066/mask_06.png                  5        54      G1       44.49      0.9904         nan         nan
img_066/mask_07.png                  6      1329      G4       41.37      0.9852         nan         nan
img_066/mask_08.png                  7      3119      G5       36.24      0.9706         nan         nan
img_066/mask_09.png                  8       182      G3       45.06      0.9887         nan         nan
img_066/mask_10.png                  9       180      G2       45.45      0.9876         nan         nan
img_067/mask_01.png                  0       371      G3       41.45      0.9862         nan         nan
img_067/mask_02.png                  1      1338      G5       35.20      0.9726         nan         nan
img_067/mask_03.png                  2       688      G4       38.54      0.9812         nan         nan
img_067/mask_04.png                  3        84      G1       45.47      0.9914         nan         nan
img_067/mask_05.png                  4       171      G2       45.94      0.9913         nan         nan
img_067/mask_06.png                  5        54      G1       45.66      0.9921         nan         nan
img_067/mask_07.png                  6      1329      G4       34.10      0.9793         nan         nan
img_067/mask_08.png                  7      3119      G5       30.65      0.9608         nan         nan
img_067/mask_09.png                  8       182      G3       44.16      0.9898         nan         nan
img_067/mask_10.png                  9       180      G2       43.56      0.9890         nan         nan
img_068/mask_01.png                  0       371      G3       40.36      0.9882         nan         nan
img_068/mask_02.png                  1      1338      G5       34.03      0.9737         nan         nan
img_068/mask_03.png                  2       688      G4       38.04      0.9829         nan         nan
img_068/mask_04.png                  3        84      G1       46.00      0.9926         nan         nan
img_068/mask_05.png                  4       171      G2       45.55      0.9935         nan         nan
img_068/mask_06.png                  5        54      G1       46.73      0.9935         nan         nan
img_068/mask_07.png                  6      1329      G4       33.33      0.9808         nan         nan
img_068/mask_08.png                  7      3119      G5       30.04      0.9661         nan         nan
img_068/mask_09.png                  8       182      G3       44.27      0.9911         nan         nan
img_068/mask_10.png                  9       180      G2       42.99      0.9902         nan         nan
img_069/mask_01.png                  0       371      G3       43.20      0.9896         nan         nan
img_069/mask_02.png                  1      1338      G5       36.10      0.9737         nan         nan
img_069/mask_03.png                  2       688      G4       40.52      0.9849         nan         nan
img_069/mask_04.png                  3        84      G1       46.03      0.9917         nan         nan
img_069/mask_05.png                  4       171      G2       44.55      0.9936         nan         nan
img_069/mask_06.png                  5        54      G1       44.65      0.9925         nan         nan
img_069/mask_07.png                  6      1329      G4       35.03      0.9814         nan         nan
img_069/mask_08.png                  7      3119      G5       32.12      0.9680         nan         nan
img_069/mask_09.png                  8       182      G3       44.29      0.9907         nan         nan
img_069/mask_10.png                  9       180      G2       43.83      0.9902         nan         nan
img_070/mask_01.png                  0       371      G3       47.56      0.9920         nan         nan
img_070/mask_02.png                  1      1338      G5       41.60      0.9832         nan         nan
img_070/mask_03.png                  2       688      G4       43.91      0.9881         nan         nan
img_070/mask_04.png                  3        84      G1       47.04      0.9918         nan         nan
img_070/mask_05.png                  4       171      G2       47.58      0.9930         nan         nan
img_070/mask_06.png                  5        54      G1       46.56      0.9924         nan         nan
img_070/mask_07.png                  6      1329      G4       38.17      0.9844         nan         nan
img_070/mask_08.png                  7      3119      G5       35.40      0.9739         nan         nan
img_070/mask_09.png                  8       182      G3       46.67      0.9912         nan         nan
img_070/mask_10.png                  9       180      G2       45.54      0.9901         nan         nan
img_071/mask_01.png                  0       371      G3       40.98      0.9865         nan         nan
img_071/mask_02.png                  1      1338      G5       34.94      0.9685         nan         nan
img_071/mask_03.png                  2       688      G4       38.13      0.9776         nan         nan
img_071/mask_04.png                  3        84      G1       44.28      0.9903         nan         nan
img_071/mask_05.png                  4       171      G2       41.62      0.9898         nan         nan
img_071/mask_06.png                  5        54      G1       44.45      0.9912         nan         nan
img_071/mask_07.png                  6      1329      G4       32.23      0.9761         nan         nan
img_071/mask_08.png                  7      3119      G5       28.78      0.9557         nan         nan
img_071/mask_09.png                  8       182      G3       43.11      0.9887         nan         nan
img_071/mask_10.png                  9       180      G2       42.97      0.9885         nan         nan
img_072/mask_01.png                  0       371      G3       44.54      0.9902         nan         nan
img_072/mask_02.png                  1      1338      G5       29.51      0.9653         nan         nan
img_072/mask_03.png                  2       688      G4       35.57      0.9804         nan         nan
img_072/mask_04.png                  3        84      G1       46.06      0.9927         nan         nan
img_072/mask_05.png                  4       171      G2       45.44      0.9930         nan         nan
img_072/mask_06.png                  5        54      G1       46.72      0.9930         nan         nan
img_072/mask_07.png                  6      1329      G4       35.35      0.9784         nan         nan
img_072/mask_08.png                  7      3119      G5       31.71      0.9627         nan         nan
img_072/mask_09.png                  8       182      G3       45.10      0.9912         nan         nan
img_072/mask_10.png                  9       180      G2       45.28      0.9916         nan         nan
img_073/mask_01.png                  0       371      G3       41.36      0.9905         nan         nan
img_073/mask_02.png                  1      1338      G5       34.13      0.9780         nan         nan
img_073/mask_03.png                  2       688      G4       39.82      0.9859         nan         nan
img_073/mask_04.png                  3        84      G1       47.76      0.9932         nan         nan
img_073/mask_05.png                  4       171      G2       46.20      0.9941         nan         nan
img_073/mask_06.png                  5        54      G1       47.92      0.9933         nan         nan
img_073/mask_07.png                  6      1329      G4       43.47      0.9886         nan         nan
img_073/mask_08.png                  7      3119      G5       39.27      0.9801         nan         nan
img_073/mask_09.png                  8       182      G3       47.83      0.9924         nan         nan
img_073/mask_10.png                  9       180      G2       47.69      0.9927         nan         nan
img_074/mask_01.png                  0       371      G3       33.44      0.9870         nan         nan
img_074/mask_02.png                  1      1338      G5       36.53      0.9794         nan         nan
img_074/mask_03.png                  2       688      G4       36.89      0.9844         nan         nan
img_074/mask_04.png                  3        84      G1       44.30      0.9925         nan         nan
img_074/mask_05.png                  4       171      G2       40.82      0.9933         nan         nan
img_074/mask_06.png                  5        54      G1       44.11      0.9926         nan         nan
img_074/mask_07.png                  6      1329      G4       43.13      0.9883         nan         nan
img_074/mask_08.png                  7      3119      G5       39.56      0.9798         nan         nan
img_074/mask_09.png                  8       182      G3       42.76      0.9914         nan         nan
img_074/mask_10.png                  9       180      G2       42.62      0.9919         nan         nan
img_075/mask_01.png                  0       371      G3       40.37      0.9894         nan         nan
img_075/mask_02.png                  1      1338      G5       35.40      0.9780         nan         nan
img_075/mask_03.png                  2       688      G4       37.61      0.9840         nan         nan
img_075/mask_04.png                  3        84      G1       43.64      0.9933         nan         nan
img_075/mask_05.png                  4       171      G2       45.12      0.9947         nan         nan
img_075/mask_06.png                  5        54      G1       44.40      0.9936         nan         nan
img_075/mask_07.png                  6      1329      G4       41.10      0.9877         nan         nan
img_075/mask_08.png                  7      3119      G5       38.91      0.9799         nan         nan
img_075/mask_09.png                  8       182      G3       44.92      0.9927         nan         nan
img_075/mask_10.png                  9       180      G2       44.58      0.9930         nan         nan
img_076/mask_01.png                  0       371      G3       36.63      0.9902         nan         nan
img_076/mask_02.png                  1      1338      G5       31.85      0.9810         nan         nan
img_076/mask_03.png                  2       688      G4       40.49      0.9877         nan         nan
img_076/mask_04.png                  3        84      G1       49.74      0.9944         nan         nan
img_076/mask_05.png                  4       171      G2       51.35      0.9955         nan         nan
img_076/mask_06.png                  5        54      G1       49.79      0.9947         nan         nan
img_076/mask_07.png                  6      1329      G4       44.35      0.9904         nan         nan
img_076/mask_08.png                  7      3119      G5       40.30      0.9832         nan         nan
img_076/mask_09.png                  8       182      G3       48.84      0.9939         nan         nan
img_076/mask_10.png                  9       180      G2       50.30      0.9942         nan         nan
img_077/mask_01.png                  0       371      G3       44.61      0.9917         nan         nan
img_077/mask_02.png                  1      1338      G5       41.08      0.9851         nan         nan
img_077/mask_03.png                  2       688      G4       34.40      0.9847         nan         nan
img_077/mask_04.png                  3        84      G1       46.77      0.9931         nan         nan
img_077/mask_05.png                  4       171      G2       47.29      0.9947         nan         nan
img_077/mask_06.png                  5        54      G1       44.22      0.9935         nan         nan
img_077/mask_07.png                  6      1329      G4       42.71      0.9885         nan         nan
img_077/mask_08.png                  7      3119      G5       38.54      0.9805         nan         nan
img_077/mask_09.png                  8       182      G3       42.51      0.9925         nan         nan
img_077/mask_10.png                  9       180      G2       45.52      0.9923         nan         nan
img_078/mask_01.png                  0       371      G3       43.03      0.9906         nan         nan
img_078/mask_02.png                  1      1338      G5       35.15      0.9770         nan         nan
img_078/mask_03.png                  2       688      G4       38.75      0.9854         nan         nan
img_078/mask_04.png                  3        84      G1       47.96      0.9943         nan         nan
img_078/mask_05.png                  4       171      G2       46.66      0.9953         nan         nan
img_078/mask_06.png                  5        54      G1       45.20      0.9939         nan         nan
img_078/mask_07.png                  6      1329      G4       37.92      0.9864         nan         nan
img_078/mask_08.png                  7      3119      G5       36.18      0.9787         nan         nan
img_078/mask_09.png                  8       182      G3       44.11      0.9930         nan         nan
img_078/mask_10.png                  9       180      G2       44.98      0.9932         nan         nan
img_079/mask_01.png                  0       371      G3       35.42      0.9893         nan         nan
img_079/mask_02.png                  1      1338      G5       40.43      0.9842         nan         nan
img_079/mask_03.png                  2       688      G4       33.77      0.9841         nan         nan
img_079/mask_04.png                  3        84      G1       48.27      0.9934         nan         nan
img_079/mask_05.png                  4       171      G2       49.68      0.9946         nan         nan
img_079/mask_06.png                  5        54      G1       48.16      0.9934         nan         nan
img_079/mask_07.png                  6      1329      G4       43.45      0.9890         nan         nan
img_079/mask_08.png                  7      3119      G5       39.81      0.9804         nan         nan
img_079/mask_09.png                  8       182      G3       48.62      0.9927         nan         nan
img_079/mask_10.png                  9       180      G2       49.48      0.9932         nan         nan
img_080/mask_01.png                  0       371      G3       40.90      0.9912         nan         nan
img_080/mask_02.png                  1      1338      G5       29.29      0.9768         nan         nan
img_080/mask_03.png                  2       688      G4       43.43      0.9879         nan         nan
img_080/mask_04.png                  3        84      G1       49.75      0.9945         nan         nan
img_080/mask_05.png                  4       171      G2       50.65      0.9957         nan         nan
img_080/mask_06.png                  5        54      G1       49.87      0.9946         nan         nan
img_080/mask_07.png                  6      1329      G4       44.47      0.9899         nan         nan
img_080/mask_08.png                  7      3119      G5       40.99      0.9828         nan         nan
img_080/mask_09.png                  8       182      G3       48.72      0.9937         nan         nan
img_080/mask_10.png                  9       180      G2       48.07      0.9935         nan         nan
img_081/mask_01.png                  0       371      G3       41.73      0.9905         nan         nan
img_081/mask_02.png                  1      1338      G5       34.39      0.9819         nan         nan
img_081/mask_03.png                  2       688      G4       33.56      0.9832         nan         nan
img_081/mask_04.png                  3        84      G1       45.89      0.9931         nan         nan
img_081/mask_05.png                  4       171      G2       47.46      0.9944         nan         nan
img_081/mask_06.png                  5        54      G1       46.19      0.9932         nan         nan
img_081/mask_07.png                  6      1329      G4       43.07      0.9891         nan         nan
img_081/mask_08.png                  7      3119      G5       37.12      0.9790         nan         nan
img_081/mask_09.png                  8       182      G3       45.88      0.9922         nan         nan
img_081/mask_10.png                  9       180      G2       45.10      0.9925         nan         nan
img_082/mask_01.png                  0       371      G3       45.47      0.9918         nan         nan
img_082/mask_02.png                  1      1338      G5       38.44      0.9852         nan         nan
img_082/mask_03.png                  2       688      G4       37.65      0.9869         nan         nan
img_082/mask_04.png                  3        84      G1       49.30      0.9940         nan         nan
img_082/mask_05.png                  4       171      G2       44.86      0.9947         nan         nan
img_082/mask_06.png                  5        54      G1       48.67      0.9939         nan         nan
img_082/mask_07.png                  6      1329      G4       41.76      0.9889         nan         nan
img_082/mask_08.png                  7      3119      G5       36.51      0.9802         nan         nan
img_082/mask_09.png                  8       182      G3       48.83      0.9932         nan         nan
img_082/mask_10.png                  9       180      G2       49.98      0.9936         nan         nan
img_083/mask_01.png                  0       371      G3       42.00      0.9897         nan         nan
img_083/mask_02.png                  1      1338      G5       34.18      0.9764         nan         nan
img_083/mask_03.png                  2       688      G4       39.22      0.9834         nan         nan
img_083/mask_04.png                  3        84      G1       48.15      0.9940         nan         nan
img_083/mask_05.png                  4       171      G2       49.55      0.9951         nan         nan
img_083/mask_06.png                  5        54      G1       48.06      0.9940         nan         nan
img_083/mask_07.png                  6      1329      G4       42.84      0.9883         nan         nan
img_083/mask_08.png                  7      3119      G5       39.52      0.9795         nan         nan
img_083/mask_09.png                  8       182      G3       48.00      0.9933         nan         nan
img_083/mask_10.png                  9       180      G2       48.68      0.9934         nan         nan
img_084/mask_01.png                  0       371      G3       37.83      0.9882         nan         nan
img_084/mask_02.png                  1      1338      G5       34.21      0.9774         nan         nan
img_084/mask_03.png                  2       688      G4       38.05      0.9835         nan         nan
img_084/mask_04.png                  3        84      G1       46.13      0.9932         nan         nan
img_084/mask_05.png                  4       171      G2       47.93      0.9945         nan         nan
img_084/mask_06.png                  5        54      G1       47.49      0.9933         nan         nan
img_084/mask_07.png                  6      1329      G4       43.61      0.9896         nan         nan
img_084/mask_08.png                  7      3119      G5       38.92      0.9794         nan         nan
img_084/mask_09.png                  8       182      G3       47.10      0.9923         nan         nan
img_084/mask_10.png                  9       180      G2       47.74      0.9925         nan         nan
img_085/mask_01.png                  0       371      G3       34.55      0.9866         nan         nan
img_085/mask_02.png                  1      1338      G5       33.44      0.9799         nan         nan
img_085/mask_03.png                  2       688      G4       34.24      0.9840         nan         nan
img_085/mask_04.png                  3        84      G1       42.83      0.9929         nan         nan
img_085/mask_05.png                  4       171      G2       47.73      0.9942         nan         nan
img_085/mask_06.png                  5        54      G1       45.52      0.9931         nan         nan
img_085/mask_07.png                  6      1329      G4       41.88      0.9901         nan         nan
img_085/mask_08.png                  7      3119      G5       39.77      0.9807         nan         nan
img_085/mask_09.png                  8       182      G3       42.39      0.9919         nan         nan
img_085/mask_10.png                  9       180      G2       44.20      0.9925         nan         nan
img_086/mask_01.png                  0       371      G3       40.60      0.9901         nan         nan
img_086/mask_02.png                  1      1338      G5       39.17      0.9831         nan         nan
img_086/mask_03.png                  2       688      G4       38.88      0.9862         nan         nan
img_086/mask_04.png                  3        84      G1       47.91      0.9935         nan         nan
img_086/mask_05.png                  4       171      G2       49.69      0.9947         nan         nan
img_086/mask_06.png                  5        54      G1       46.66      0.9934         nan         nan
img_086/mask_07.png                  6      1329      G4       44.01      0.9899         nan         nan
img_086/mask_08.png                  7      3119      G5       38.98      0.9805         nan         nan
