Model: InDuDoNetPlus - Image Quality Evaluation by Metal Size
Date: 2025-05-12 15:39:11
Results Base Directory: /home/mcosta/PycharmProjects/InDuDoNet_plus/results/deeplesion
Structure: Nested (GT: Xgt, ModelOut: X)
Forced HU eval for image files: True
HU eval range used: [-1000, 3000]
Total files iterated: 2000
Total files with metrics collected: 2000

--- Metrics by Metal Size Group (mean ± std) ---
Group Label                   Count           PSNR(img)             SSIM(img)            PSNR(hu)              SSIM(hu)
-----------------------------------------------------------------------------------------------------------------------
Large       ({1338, 3119}px)    400       35.18 ± 3.84         0.9760 ± 0.0066                 N/A                   N/A
Large-Med   ({688, 1329}px)     400       38.35 ± 3.75         0.9849 ± 0.0041                 N/A                   N/A
Medium      ({182, 371}px)      400       43.64 ± 3.13         0.9911 ± 0.0021                 N/A                   N/A
Med-Small   ({171, 180}px)      400       46.19 ± 2.44         0.9929 ± 0.0020                 N/A                   N/A
Small       ({54, 84}px)        400       46.33 ± 1.84         0.9932 ± 0.0013                 N/A                   N/A
-----------------------------------------------------------------------------------------------------------------------

--- Overall Summary (mean ± std across all successfully processed files) ---
PSNR(img): 41.94 ± 5.42 (from 2000 images)
SSIM(img): 0.9876 ± 0.0076
PSNR(hu): N/A (no valid HU data processed)
SSIM(hu): N/A (no valid HU data processed)

--- Individual File Metrics Log ---
Identifier                     MaskIdx  MaskArea   Group   PSNR(img)   SSIM(img)    PSNR(hu)    SSIM(hu)
img_104/mask_10.png                  9       180      G2       44.90      0.9899         nan         nan
img_105/mask_01.png                  0       371      G3       40.79      0.9867         nan         nan
img_105/mask_02.png                  1      1338      G5       33.58      0.9710         nan         nan
img_105/mask_03.png                  2       688      G4       39.17      0.9803         nan         nan
img_105/mask_04.png                  3        84      G1       45.35      0.9908         nan         nan
img_105/mask_05.png                  4       171      G2       43.31      0.9909         nan         nan
img_105/mask_06.png                  5        54      G1       45.61      0.9917         nan         nan
img_105/mask_07.png                  6      1329      G4       32.67      0.9784         nan         nan
img_105/mask_08.png                  7      3119      G5       29.08      0.9601         nan         nan
img_105/mask_09.png                  8       182      G3       45.18      0.9900         nan         nan
img_105/mask_10.png                  9       180      G2       45.80      0.9906         nan         nan
img_106/mask_01.png                  0       371      G3       42.79      0.9879         nan         nan
img_106/mask_02.png                  1      1338      G5       36.14      0.9747         nan         nan
img_106/mask_03.png                  2       688      G4       41.11      0.9831         nan         nan
img_106/mask_04.png                  3        84      G1       46.57      0.9908         nan         nan
img_106/mask_05.png                  4       171      G2       44.16      0.9905         nan         nan
img_106/mask_06.png                  5        54      G1       47.39      0.9919         nan         nan
img_106/mask_07.png                  6      1329      G4       34.12      0.9793         nan         nan
img_106/mask_08.png                  7      3119      G5       30.56      0.9626         nan         nan
img_106/mask_09.png                  8       182      G3       46.66      0.9909         nan         nan
img_106/mask_10.png                  9       180      G2       46.24      0.9901         nan         nan
img_107/mask_01.png                  0       371      G3       42.63      0.9878         nan         nan
img_107/mask_02.png                  1      1338      G5       33.84      0.9707         nan         nan
img_107/mask_03.png                  2       688      G4       39.21      0.9813         nan         nan
img_107/mask_04.png                  3        84      G1       46.34      0.9910         nan         nan
img_107/mask_05.png                  4       171      G2       45.39      0.9911         nan         nan
img_107/mask_06.png                  5        54      G1       46.76      0.9918         nan         nan
img_107/mask_07.png                  6      1329      G4       34.44      0.9783         nan         nan
img_107/mask_08.png                  7      3119      G5       31.08      0.9630         nan         nan
img_107/mask_09.png                  8       182      G3       46.10      0.9905         nan         nan
img_107/mask_10.png                  9       180      G2       46.54      0.9910         nan         nan
img_108/mask_01.png                  0       371      G3       42.10      0.9883         nan         nan
img_108/mask_02.png                  1      1338      G5       32.98      0.9719         nan         nan
img_108/mask_03.png                  2       688      G4       39.74      0.9825         nan         nan
img_108/mask_04.png                  3        84      G1       44.99      0.9908         nan         nan
img_108/mask_05.png                  4       171      G2       46.49      0.9926         nan         nan
img_108/mask_06.png                  5        54      G1       45.61      0.9920         nan         nan
img_108/mask_07.png                  6      1329      G4       32.97      0.9783         nan         nan
img_108/mask_08.png                  7      3119      G5       30.01      0.9621         nan         nan
img_108/mask_09.png                  8       182      G3       45.24      0.9907         nan         nan
img_108/mask_10.png                  9       180      G2       45.41      0.9909         nan         nan
img_109/mask_01.png                  0       371      G3       40.55      0.9851         nan         nan
img_109/mask_02.png                  1      1338      G5       33.31      0.9680         nan         nan
img_109/mask_03.png                  2       688      G4       37.64      0.9788         nan         nan
img_109/mask_04.png                  3        84      G1       44.24      0.9886         nan         nan
img_109/mask_05.png                  4       171      G2       43.88      0.9896         nan         nan
img_109/mask_06.png                  5        54      G1       45.38      0.9898         nan         nan
img_109/mask_07.png                  6      1329      G4       32.45      0.9759         nan         nan
img_109/mask_08.png                  7      3119      G5       28.92      0.9572         nan         nan
img_109/mask_09.png                  8       182      G3       44.21      0.9878         nan         nan
img_109/mask_10.png                  9       180      G2       45.07      0.9887         nan         nan
img_110/mask_01.png                  0       371      G3       32.87      0.9885         nan         nan
img_110/mask_02.png                  1      1338      G5       27.64      0.9740         nan         nan
img_110/mask_03.png                  2       688      G4       43.11      0.9886         nan         nan
img_110/mask_04.png                  3        84      G1       50.19      0.9952         nan         nan
img_110/mask_05.png                  4       171      G2       51.98      0.9964         nan         nan
img_110/mask_06.png                  5        54      G1       47.40      0.9948         nan         nan
img_110/mask_07.png                  6      1329      G4       44.18      0.9906         nan         nan
img_110/mask_08.png                  7      3119      G5       40.65      0.9837         nan         nan
img_110/mask_09.png                  8       182      G3       48.28      0.9940         nan         nan
img_110/mask_10.png                  9       180      G2       49.44      0.9940         nan         nan
img_111/mask_01.png                  0       371      G3       43.20      0.9891         nan         nan
img_111/mask_02.png                  1      1338      G5       35.72      0.9759         nan         nan
img_111/mask_03.png                  2       688      G4       39.24      0.9818         nan         nan
img_111/mask_04.png                  3        84      G1       46.71      0.9918         nan         nan
img_111/mask_05.png                  4       171      G2       48.03      0.9920         nan         nan
img_111/mask_06.png                  5        54      G1       48.00      0.9930         nan         nan
img_111/mask_07.png                  6      1329      G4       34.88      0.9819         nan         nan
img_111/mask_08.png                  7      3119      G5       32.47      0.9690         nan         nan
img_111/mask_09.png                  8       182      G3       46.66      0.9917         nan         nan
img_111/mask_10.png                  9       180      G2       45.77      0.9898         nan         nan
img_112/mask_01.png                  0       371      G3       41.08      0.9880         nan         nan
img_112/mask_02.png                  1      1338      G5       36.86      0.9771         nan         nan
img_112/mask_03.png                  2       688      G4       40.90      0.9843         nan         nan
img_112/mask_04.png                  3        84      G1       47.07      0.9916         nan         nan
img_112/mask_05.png                  4       171      G2       45.78      0.9924         nan         nan
img_112/mask_06.png                  5        54      G1       47.92      0.9929         nan         nan
img_112/mask_07.png                  6      1329      G4       35.32      0.9817         nan         nan
img_112/mask_08.png                  7      3119      G5       31.58      0.9661         nan         nan
img_112/mask_09.png                  8       182      G3       46.11      0.9911         nan         nan
img_112/mask_10.png                  9       180      G2       44.82      0.9901         nan         nan
img_113/mask_01.png                  0       371      G3       44.84      0.9900         nan         nan
img_113/mask_02.png                  1      1338      G5       36.78      0.9761         nan         nan
img_113/mask_03.png                  2       688      G4       40.23      0.9841         nan         nan
img_113/mask_04.png                  3        84      G1       47.21      0.9917         nan         nan
img_113/mask_05.png                  4       171      G2       48.42      0.9929         nan         nan
img_113/mask_06.png                  5        54      G1       47.96      0.9934         nan         nan
img_113/mask_07.png                  6      1329      G4       35.04      0.9809         nan         nan
img_113/mask_08.png                  7      3119      G5       31.82      0.9683         nan         nan
img_113/mask_09.png                  8       182      G3       44.87      0.9894         nan         nan
img_113/mask_10.png                  9       180      G2       45.42      0.9901         nan         nan
img_114/mask_01.png                  0       371      G3       42.72      0.9886         nan         nan
img_114/mask_02.png                  1      1338      G5       34.40      0.9718         nan         nan
img_114/mask_03.png                  2       688      G4       34.06      0.9747         nan         nan
img_114/mask_04.png                  3        84      G1       45.51      0.9917         nan         nan
img_114/mask_05.png                  4       171      G2       45.55      0.9926         nan         nan
img_114/mask_06.png                  5        54      G1       44.21      0.9914         nan         nan
img_114/mask_07.png                  6      1329      G4       33.05      0.9799         nan         nan
img_114/mask_08.png                  7      3119      G5       29.40      0.9609         nan         nan
img_114/mask_09.png                  8       182      G3       44.85      0.9905         nan         nan
img_114/mask_10.png                  9       180      G2       44.33      0.9902         nan         nan
img_115/mask_01.png                  0       371      G3       40.26      0.9865         nan         nan
img_115/mask_02.png                  1      1338      G5       32.66      0.9698         nan         nan
img_115/mask_03.png                  2       688      G4       37.62      0.9773         nan         nan
img_115/mask_04.png                  3        84      G1       44.69      0.9908         nan         nan
img_115/mask_05.png                  4       171      G2       42.70      0.9914         nan         nan
img_115/mask_06.png                  5        54      G1       44.55      0.9911         nan         nan
img_115/mask_07.png                  6      1329      G4       32.71      0.9788         nan         nan
img_115/mask_08.png                  7      3119      G5       29.13      0.9606         nan         nan
img_115/mask_09.png                  8       182      G3       44.34      0.9896         nan         nan
img_115/mask_10.png                  9       180      G2       43.99      0.9901         nan         nan
img_116/mask_01.png                  0       371      G3       40.63      0.9900         nan         nan
img_116/mask_02.png                  1      1338      G5       34.62      0.9766         nan         nan
img_116/mask_03.png                  2       688      G4       38.50      0.9856         nan         nan
img_116/mask_04.png                  3        84      G1       46.92      0.9929         nan         nan
img_116/mask_05.png                  4       171      G2       49.05      0.9946         nan         nan
img_116/mask_06.png                  5        54      G1       46.84      0.9942         nan         nan
img_116/mask_07.png                  6      1329      G4       33.98      0.9817         nan         nan
img_116/mask_08.png                  7      3119      G5       31.32      0.9687         nan         nan
img_116/mask_09.png                  8       182      G3       43.11      0.9911         nan         nan
img_116/mask_10.png                  9       180      G2       45.78      0.9920         nan         nan
img_117/mask_01.png                  0       371      G3       47.36      0.9937         nan         nan
img_117/mask_02.png                  1      1338      G5       27.50      0.9735         nan         nan
img_117/mask_03.png                  2       688      G4       34.78      0.9861         nan         nan
img_117/mask_04.png                  3        84      G1       45.94      0.9948         nan         nan
img_117/mask_05.png                  4       171      G2       46.54      0.9961         nan         nan
img_117/mask_06.png                  5        54      G1       43.75      0.9947         nan         nan
img_117/mask_07.png                  6      1329      G4       42.02      0.9901         nan         nan
img_117/mask_08.png                  7      3119      G5       39.31      0.9807         nan         nan
img_117/mask_09.png                  8       182      G3       42.92      0.9939         nan         nan
img_117/mask_10.png                  9       180      G2       43.12      0.9938         nan         nan
img_118/mask_01.png                  0       371      G3       42.20      0.9941         nan         nan
img_118/mask_02.png                  1      1338      G5       39.37      0.9873         nan         nan
img_118/mask_03.png                  2       688      G4       42.55      0.9906         nan         nan
img_118/mask_04.png                  3        84      G1       42.68      0.9942         nan         nan
img_118/mask_05.png                  4       171      G2       43.30      0.9954         nan         nan
img_118/mask_06.png                  5        54      G1       42.46      0.9939         nan         nan
img_118/mask_07.png                  6      1329      G4       36.87      0.9892         nan         nan
img_118/mask_08.png                  7      3119      G5       35.99      0.9799         nan         nan
img_118/mask_09.png                  8       182      G3       43.97      0.9938         nan         nan
img_118/mask_10.png                  9       180      G2       43.68      0.9936         nan         nan
img_119/mask_01.png                  0       371      G3       41.76      0.9898         nan         nan
img_119/mask_02.png                  1      1338      G5       29.51      0.9724         nan         nan
img_119/mask_03.png                  2       688      G4       37.34      0.9840         nan         nan
img_119/mask_04.png                  3        84      G1       46.27      0.9931         nan         nan
img_119/mask_05.png                  4       171      G2       48.82      0.9947         nan         nan
img_119/mask_06.png                  5        54      G1       48.00      0.9943         nan         nan
img_119/mask_07.png                  6      1329      G4       33.74      0.9808         nan         nan
img_119/mask_08.png                  7      3119      G5       31.52      0.9674         nan         nan
img_119/mask_09.png                  8       182      G3       46.71      0.9931         nan         nan
img_119/mask_10.png                  9       180      G2       45.77      0.9925         nan         nan
img_120/mask_01.png                  0       371      G3       41.51      0.9892         nan         nan
img_120/mask_02.png                  1      1338      G5       34.54      0.9793         nan         nan
img_120/mask_03.png                  2       688      G4       32.65      0.9805         nan         nan
img_120/mask_04.png                  3        84      G1       45.86      0.9934         nan         nan
img_120/mask_05.png                  4       171      G2       46.62      0.9944         nan         nan
img_120/mask_06.png                  5        54      G1       47.64      0.9941         nan         nan
img_120/mask_07.png                  6      1329      G4       33.33      0.9811         nan         nan
img_120/mask_08.png                  7      3119      G5       31.89      0.9713         nan         nan
img_120/mask_09.png                  8       182      G3       46.28      0.9928         nan         nan
img_120/mask_10.png                  9       180      G2       45.16      0.9931         nan         nan
img_121/mask_01.png                  0       371      G3       41.40      0.9916         nan         nan
img_121/mask_02.png                  1      1338      G5       33.23      0.9784         nan         nan
img_121/mask_03.png                  2       688      G4       38.11      0.9867         nan         nan
img_121/mask_04.png                  3        84      G1       46.21      0.9943         nan         nan
img_121/mask_05.png                  4       171      G2       47.34      0.9959         nan         nan
img_121/mask_06.png                  5        54      G1       45.14      0.9945         nan         nan
img_121/mask_07.png                  6      1329      G4       33.98      0.9841         nan         nan
img_121/mask_08.png                  7      3119      G5       33.37      0.9772         nan         nan
img_121/mask_09.png                  8       182      G3       45.23      0.9930         nan         nan
img_121/mask_10.png                  9       180      G2       47.75      0.9938         nan         nan
img_122/mask_01.png                  0       371      G3       47.85      0.9909         nan         nan
img_122/mask_02.png                  1      1338      G5       41.18      0.9852         nan         nan
img_122/mask_03.png                  2       688      G4       43.93      0.9894         nan         nan
img_122/mask_04.png                  3        84      G1       48.59      0.9920         nan         nan
img_122/mask_05.png                  4       171      G2       45.38      0.9900         nan         nan
img_122/mask_06.png                  5        54      G1       49.24      0.9935         nan         nan
img_122/mask_07.png                  6      1329      G4       42.75      0.9890         nan         nan
img_122/mask_08.png                  7      3119      G5       39.70      0.9804         nan         nan
img_122/mask_09.png                  8       182      G3       41.97      0.9896         nan         nan
img_122/mask_10.png                  9       180      G2       41.85      0.9864         nan         nan
img_123/mask_01.png                  0       371      G3       39.71      0.9896         nan         nan
img_123/mask_02.png                  1      1338      G5       32.93      0.9770         nan         nan
img_123/mask_03.png                  2       688      G4       38.05      0.9851         nan         nan
img_123/mask_04.png                  3        84      G1       46.35      0.9934         nan         nan
img_123/mask_05.png                  4       171      G2       47.72      0.9947         nan         nan
img_123/mask_06.png                  5        54      G1       47.50      0.9945         nan         nan
img_123/mask_07.png                  6      1329      G4       33.25      0.9816         nan         nan
img_123/mask_08.png                  7      3119      G5       31.05      0.9692         nan         nan
img_123/mask_09.png                  8       182      G3       44.39      0.9919         nan         nan
img_123/mask_10.png                  9       180      G2       43.78      0.9911         nan         nan
img_124/mask_01.png                  0       371      G3       41.08      0.9903         nan         nan
img_124/mask_02.png                  1      1338      G5       33.88      0.9774         nan         nan
img_124/mask_03.png                  2       688      G4       38.74      0.9847         nan         nan
img_124/mask_04.png                  3        84      G1       46.25      0.9937         nan         nan
img_124/mask_05.png                  4       171      G2       48.79      0.9948         nan         nan
img_124/mask_06.png                  5        54      G1       47.37      0.9942         nan         nan
img_124/mask_07.png                  6      1329      G4       33.74      0.9820         nan         nan
img_124/mask_08.png                  7      3119      G5       31.85      0.9701         nan         nan
img_124/mask_09.png                  8       182      G3       47.01      0.9931         nan         nan
img_124/mask_10.png                  9       180      G2       46.65      0.9934         nan         nan
img_125/mask_01.png                  0       371      G3       42.42      0.9904         nan         nan
img_125/mask_02.png                  1      1338      G5       32.44      0.9765         nan         nan
img_125/mask_03.png                  2       688      G4       38.51      0.9850         nan         nan
img_125/mask_04.png                  3        84      G1       47.12      0.9931         nan         nan
img_125/mask_05.png                  4       171      G2       47.07      0.9949         nan         nan
img_125/mask_06.png                  5        54      G1       46.00      0.9939         nan         nan
img_125/mask_07.png                  6      1329      G4       34.04      0.9830         nan         nan
img_125/mask_08.png                  7      3119      G5       33.08      0.9747         nan         nan
img_125/mask_09.png                  8       182      G3       46.20      0.9927         nan         nan
img_125/mask_10.png                  9       180      G2       44.15      0.9924         nan         nan
img_126/mask_01.png                  0       371      G3       40.49      0.9899         nan         nan
img_126/mask_02.png                  1      1338      G5       33.36      0.9776         nan         nan
img_126/mask_03.png                  2       688      G4       37.54      0.9848         nan         nan
img_126/mask_04.png                  3        84      G1       45.97      0.9927         nan         nan
img_126/mask_05.png                  4       171      G2       49.74      0.9950         nan         nan
img_126/mask_06.png                  5        54      G1       46.83      0.9937         nan         nan
img_126/mask_07.png                  6      1329      G4       33.81      0.9816         nan         nan
img_126/mask_08.png                  7      3119      G5       32.46      0.9711         nan         nan
img_126/mask_09.png                  8       182      G3       45.56      0.9919         nan         nan
img_126/mask_10.png                  9       180      G2       43.44      0.9913         nan         nan
img_127/mask_01.png                  0       371      G3       41.71      0.9908         nan         nan
img_127/mask_02.png                  1      1338      G5       33.01      0.9774         nan         nan
img_127/mask_03.png                  2       688      G4       39.45      0.9864         nan         nan
img_127/mask_04.png                  3        84      G1       48.19      0.9939         nan         nan
img_127/mask_05.png                  4       171      G2       49.41      0.9953         nan         nan
img_127/mask_06.png                  5        54      G1       47.04      0.9942         nan         nan
img_127/mask_07.png                  6      1329      G4       33.35      0.9834         nan         nan
img_127/mask_08.png                  7      3119      G5       32.53      0.9757         nan         nan
img_127/mask_09.png                  8       182      G3       46.48      0.9928         nan         nan
img_127/mask_10.png                  9       180      G2       47.13      0.9927         nan         nan
img_128/mask_01.png                  0       371      G3       42.55      0.9924         nan         nan
img_128/mask_02.png                  1      1338      G5       36.97      0.9837         nan         nan
img_128/mask_03.png                  2       688      G4       40.48      0.9887         nan         nan
img_128/mask_04.png                  3        84      G1       49.56      0.9953         nan         nan
img_128/mask_05.png                  4       171      G2       50.00      0.9960         nan         nan
img_128/mask_06.png                  5        54      G1       47.69      0.9951         nan         nan
img_128/mask_07.png                  6      1329      G4       41.92      0.9899         nan         nan
img_128/mask_08.png                  7      3119      G5       37.11      0.9813         nan         nan
img_128/mask_09.png                  8       182      G3       46.86      0.9935         nan         nan
img_128/mask_10.png                  9       180      G2       46.41      0.9924         nan         nan
img_129/mask_01.png                  0       371      G3       42.77      0.9911         nan         nan
img_129/mask_02.png                  1      1338      G5       32.74      0.9770         nan         nan
img_129/mask_03.png                  2       688      G4       38.53      0.9845         nan         nan
img_129/mask_04.png                  3        84      G1       47.12      0.9934         nan         nan
img_129/mask_05.png                  4       171      G2       48.86      0.9948         nan         nan
img_129/mask_06.png                  5        54      G1       46.69      0.9940         nan         nan
img_129/mask_07.png                  6      1329      G4       33.68      0.9826         nan         nan
img_129/mask_08.png                  7      3119      G5       32.65      0.9740         nan         nan
img_129/mask_09.png                  8       182      G3       46.49      0.9928         nan         nan
img_129/mask_10.png                  9       180      G2       44.85      0.9923         nan         nan
img_130/mask_01.png                  0       371      G3       45.99      0.9923         nan         nan
img_130/mask_02.png                  1      1338      G5       40.54      0.9849         nan         nan
img_130/mask_03.png                  2       688      G4       43.18      0.9897         nan         nan
img_130/mask_04.png                  3        84      G1       47.80      0.9906         nan         nan
img_130/mask_05.png                  4       171      G2       47.87      0.9917         nan         nan
img_130/mask_06.png                  5        54      G1       49.04      0.9939         nan         nan
img_130/mask_07.png                  6      1329      G4       38.37      0.9874         nan         nan
img_130/mask_08.png                  7      3119      G5       37.11      0.9797         nan         nan
img_130/mask_09.png                  8       182      G3       46.18      0.9898         nan         nan
img_130/mask_10.png                  9       180      G2       45.83      0.9885         nan         nan
img_131/mask_01.png                  0       371      G3       40.71      0.9901         nan         nan
img_131/mask_02.png                  1      1338      G5       33.20      0.9789         nan         nan
img_131/mask_03.png                  2       688      G4       38.66      0.9863         nan         nan
img_131/mask_04.png                  3        84      G1       47.67      0.9939         nan         nan
img_131/mask_05.png                  4       171      G2       48.98      0.9950         nan         nan
img_131/mask_06.png                  5        54      G1       47.42      0.9944         nan         nan
img_131/mask_07.png                  6      1329      G4       34.30      0.9849         nan         nan
img_131/mask_08.png                  7      3119      G5       33.34      0.9782         nan         nan
img_131/mask_09.png                  8       182      G3       46.13      0.9929         nan         nan
img_131/mask_10.png                  9       180      G2       47.47      0.9931         nan         nan
img_132/mask_01.png                  0       371      G3       39.86      0.9916         nan         nan
img_132/mask_02.png                  1      1338      G5       33.66      0.9815         nan         nan
img_132/mask_03.png                  2       688      G4       39.12      0.9881         nan         nan
img_132/mask_04.png                  3        84      G1       45.39      0.9946         nan         nan
img_132/mask_05.png                  4       171      G2       45.99      0.9955         nan         nan
img_132/mask_06.png                  5        54      G1       44.77      0.9941         nan         nan
img_132/mask_07.png                  6      1329      G4       36.64      0.9878         nan         nan
img_132/mask_08.png                  7      3119      G5       35.37      0.9795         nan         nan
img_132/mask_09.png                  8       182      G3       44.86      0.9933         nan         nan
img_132/mask_10.png                  9       180      G2       45.30      0.9934         nan         nan
img_133/mask_01.png                  0       371      G3       46.63      0.9934         nan         nan
img_133/mask_02.png                  1      1338      G5       40.45      0.9856         nan         nan
img_133/mask_03.png                  2       688      G4       42.76      0.9905         nan         nan
img_133/mask_04.png                  3        84      G1       45.49      0.9930         nan         nan
img_133/mask_05.png                  4       171      G2       48.85      0.9942         nan         nan
img_133/mask_06.png                  5        54      G1       47.51      0.9942         nan         nan
img_133/mask_07.png                  6      1329      G4       39.80      0.9889         nan         nan
img_133/mask_08.png                  7      3119      G5       37.49      0.9815         nan         nan
img_133/mask_09.png                  8       182      G3       39.46      0.9909         nan         nan
img_133/mask_10.png                  9       180      G2       45.69      0.9914         nan         nan
img_134/mask_01.png                  0       371      G3       41.36      0.9896         nan         nan
img_134/mask_02.png                  1      1338      G5       32.30      0.9754         nan         nan
img_134/mask_03.png                  2       688      G4       37.99      0.9845         nan         nan
img_134/mask_04.png                  3        84      G1       45.84      0.9927         nan         nan
img_134/mask_05.png                  4       171      G2       48.25      0.9945         nan         nan
img_134/mask_06.png                  5        54      G1       45.95      0.9937         nan         nan
img_134/mask_07.png                  6      1329      G4       33.72      0.9820         nan         nan
img_134/mask_08.png                  7      3119      G5       32.25      0.9712         nan         nan
img_134/mask_09.png                  8       182      G3       44.78      0.9920         nan         nan
img_134/mask_10.png                  9       180      G2       43.64      0.9914         nan         nan
img_135/mask_01.png                  0       371      G3       40.35      0.9889         nan         nan
img_135/mask_02.png                  1      1338      G5       32.38      0.9749         nan         nan
img_135/mask_03.png                  2       688      G4       38.08      0.9835         nan         nan
img_135/mask_04.png                  3        84      G1       42.95      0.9923         nan         nan
img_135/mask_05.png                  4       171      G2       46.35      0.9938         nan         nan
img_135/mask_06.png                  5        54      G1       44.54      0.9933         nan         nan
img_135/mask_07.png                  6      1329      G4       32.99      0.9814         nan         nan
img_135/mask_08.png                  7      3119      G5       31.03      0.9676         nan         nan
img_135/mask_09.png                  8       182      G3       43.93      0.9918         nan         nan
img_135/mask_10.png                  9       180      G2       43.34      0.9919         nan         nan
img_136/mask_01.png                  0       371      G3       44.60      0.9933         nan         nan
img_136/mask_02.png                  1      1338      G5       39.56      0.9850         nan         nan
img_136/mask_03.png                  2       688      G4       40.50      0.9893         nan         nan
img_136/mask_04.png                  3        84      G1       48.26      0.9941         nan         nan
img_136/mask_05.png                  4       171      G2       49.19      0.9950         nan         nan
img_136/mask_06.png                  5        54      G1       45.62      0.9939         nan         nan
img_136/mask_07.png                  6      1329      G4       42.48      0.9899         nan         nan
img_136/mask_08.png                  7      3119      G5       38.36      0.9825         nan         nan
img_136/mask_09.png                  8       182      G3       44.97      0.9918         nan         nan
img_136/mask_10.png                  9       180      G2       46.66      0.9922         nan         nan
img_137/mask_01.png                  0       371      G3       38.14      0.9902         nan         nan
img_137/mask_02.png                  1      1338      G5       38.23      0.9824         nan         nan
img_137/mask_03.png                  2       688      G4       38.61      0.9869         nan         nan
img_137/mask_04.png                  3        84      G1       42.09      0.9926         nan         nan
img_137/mask_05.png                  4       171      G2       41.48      0.9940         nan         nan
img_137/mask_06.png                  5        54      G1       42.37      0.9926         nan         nan
img_137/mask_07.png                  6      1329      G4       44.87      0.9899         nan         nan
img_137/mask_08.png                  7      3119      G5       40.61      0.9811         nan         nan
img_137/mask_09.png                  8       182      G3       43.94      0.9919         nan         nan
img_137/mask_10.png                  9       180      G2       40.97      0.9918         nan         nan
img_138/mask_01.png                  0       371      G3       47.41      0.9942         nan         nan
img_138/mask_02.png                  1      1338      G5       40.03      0.9844         nan         nan
img_138/mask_03.png                  2       688      G4       41.39      0.9891         nan         nan
img_138/mask_04.png                  3        84      G1       48.74      0.9947         nan         nan
img_138/mask_05.png                  4       171      G2       49.60      0.9958         nan         nan
img_138/mask_06.png                  5        54      G1       47.92      0.9949         nan         nan
img_138/mask_07.png                  6      1329      G4       41.57      0.9893         nan         nan
img_138/mask_08.png                  7      3119      G5       39.37      0.9814         nan         nan
img_138/mask_09.png                  8       182      G3       47.21      0.9931         nan         nan
img_138/mask_10.png                  9       180      G2       47.36      0.9933         nan         nan
img_139/mask_01.png                  0       371      G3       43.09      0.9909         nan         nan
img_139/mask_02.png                  1      1338      G5       36.84      0.9783         nan         nan
img_139/mask_03.png                  2       688      G4       39.31      0.9852         nan         nan
img_139/mask_04.png                  3        84      G1       45.22      0.9934         nan         nan
img_139/mask_05.png                  4       171      G2       47.17      0.9949         nan         nan
img_139/mask_06.png                  5        54      G1       45.46      0.9940         nan         nan
img_139/mask_07.png                  6      1329      G4       38.90      0.9872         nan         nan
img_139/mask_08.png                  7      3119      G5       36.60      0.9771         nan         nan
img_139/mask_09.png                  8       182      G3       45.46      0.9924         nan         nan
img_139/mask_10.png                  9       180      G2       45.24      0.9920         nan         nan
img_140/mask_01.png                  0       371      G3       43.82      0.9909         nan         nan
img_140/mask_02.png                  1      1338      G5       35.52      0.9749         nan         nan
img_140/mask_03.png                  2       688      G4       39.53      0.9837         nan         nan
img_140/mask_04.png                  3        84      G1       47.48      0.9935         nan         nan
img_140/mask_05.png                  4       171      G2       48.56      0.9947         nan         nan
img_140/mask_06.png                  5        54      G1       47.42      0.9935         nan         nan
img_140/mask_07.png                  6      1329      G4       35.79      0.9840         nan         nan
img_140/mask_08.png                  7      3119      G5       33.95      0.9723         nan         nan
img_140/mask_09.png                  8       182      G3       44.46      0.9919         nan         nan
img_140/mask_10.png                  9       180      G2       44.61      0.9923         nan         nan
img_141/mask_01.png                  0       371      G3       47.63      0.9939         nan         nan
img_141/mask_02.png                  1      1338      G5       39.81      0.9842         nan         nan
img_141/mask_03.png                  2       688      G4       41.53      0.9890         nan         nan
img_141/mask_04.png                  3        84      G1       48.86      0.9948         nan         nan
img_141/mask_05.png                  4       171      G2       49.45      0.9959         nan         nan
img_141/mask_06.png                  5        54      G1       48.00      0.9951         nan         nan
img_141/mask_07.png                  6      1329      G4       42.94      0.9899         nan         nan
img_141/mask_08.png                  7      3119      G5       40.12      0.9821         nan         nan
img_141/mask_09.png                  8       182      G3       47.94      0.9943         nan         nan
img_141/mask_10.png                  9       180      G2       47.63      0.9939         nan         nan
img_142/mask_01.png                  0       371      G3       48.26      0.9941         nan         nan
img_142/mask_02.png                  1      1338      G5       41.22      0.9856         nan         nan
img_142/mask_03.png                  2       688      G4       44.46      0.9909         nan         nan
img_142/mask_04.png                  3        84      G1       49.15      0.9948         nan         nan
img_142/mask_05.png                  4       171      G2       49.82      0.9959         nan         nan
img_142/mask_06.png                  5        54      G1       48.83      0.9954         nan         nan
img_142/mask_07.png                  6      1329      G4       38.55      0.9885         nan         nan
img_142/mask_08.png                  7      3119      G5       34.70      0.9791         nan         nan
img_142/mask_09.png                  8       182      G3       47.48      0.9935         nan         nan
img_142/mask_10.png                  9       180      G2       46.90      0.9931         nan         nan
img_143/mask_01.png                  0       371      G3       43.54      0.9895         nan         nan
img_143/mask_02.png                  1      1338      G5       34.76      0.9722         nan         nan
img_143/mask_03.png                  2       688      G4       40.66      0.9837         nan         nan
img_143/mask_04.png                  3        84      G1       46.88      0.9929         nan         nan
img_143/mask_05.png                  4       171      G2       48.92      0.9945         nan         nan
img_143/mask_06.png                  5        54      G1       47.21      0.9935         nan         nan
